-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125
-1.0781,-1.0781,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,0.92188,0.92188,0.92188,-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781
-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125,-0.078125,-1.0781,-1.0781,-1.0781
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125
-0.078125,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125
-0.078125,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188
0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,1.9219,1.9219,0.92188,-0.078125,-0.078125
-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125
-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188
0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125
-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125,-0.078125
0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
0.92188,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,-0.078125
-0.078125,-0.078125,0.92188,0.92188,1.9219,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188,0.92188
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-1.0781,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,0.92188,-0.078125
-0.078125,-0.078125,-0.078125,0.92188,0.92188,0.92188,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125
