-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,1.8848,1.8848,1.8848,1.8848,1.8848,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,1.8848,1.8848,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523
-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477
0.88477,0.88477,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477,0.88477
0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,0.88477,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-1.1152,-1.1152,-1.1152,-1.1152,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,0.88477,0.88477,0.88477,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,0.88477,-0.11523,-0.11523,-1.1152,-1.1152,-1.1152,-1.1152,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523
-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-0.11523,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-1.1152,-1.1152,-1.1152
-1.1152,-1.1152,-1.1152,-1.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152,-2.1152
-2.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152
-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-3.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152
-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-4.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152
-5.1152,-5.1152,-5.1152,-6.1152,-6.1152,-6.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152,-5.1152
-5.1152,-5.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152
-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152
-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152
-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152
-6.1152,-6.1152,-6.1152,-6.1152,-6.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-6.1152,-6.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-6.1152,-6.1152,-6.1152,-6.1152,-6.1152
-6.1152,-6.1152,-6.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-6.1152,-6.1152,-6.1152,-6.1152
-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-8.1152,-8.1152,-8.1152,-8.1152
-8.1152,-8.1152,-8.1152,-8.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152,-7.1152
-7.1152,-7.1152,-7.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152
-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152,-8.1152
